,video,start,end,subtitle,include
978,IuVo4fnpLC8,"00:04:11,840","00:04:12,959",this point the first,True
979,IuVo4fnpLC8,"00:14:41,519","00:14:43,519",expanding the court is a bit like doing,True
980,IuVo4fnpLC8,"00:08:25,599","00:08:26,720",his beard,False
981,IuVo4fnpLC8,"00:06:54,560","00:06:56,319",i wasn't sure how strong mulepis,True
982,IuVo4fnpLC8,"00:10:25,839","00:10:26,480",voters,False
983,IuVo4fnpLC8,"00:14:12,800","00:14:14,399",simple act of congress although,True
984,IuVo4fnpLC8,"00:03:42,959","00:03:44,400",seem hopeless right now,True
985,IuVo4fnpLC8,"00:08:35,360","00:08:35,919",people,False
986,IuVo4fnpLC8,"00:00:15,759","00:00:17,760",breaking news the president nominating,False
987,IuVo4fnpLC8,"00:10:11,040","00:10:12,640",representing million,True
988,IuVo4fnpLC8,"00:15:19,519","00:15:21,120",on the senate side you could grant,True
989,IuVo4fnpLC8,"00:19:32,799","00:19:33,679",their behalf,False
990,IuVo4fnpLC8,"00:13:58,639","00:13:59,040",down,False
991,IuVo4fnpLC8,"00:13:20,800","00:13:22,480",surging to the left against the odds,True
992,IuVo4fnpLC8,"00:10:42,399","00:10:44,079",win the election outright even if he,True
993,IuVo4fnpLC8,"00:20:25,440","00:20:27,679",that is not a mandate and it's not,True
994,IuVo4fnpLC8,"00:06:57,440","00:06:59,039",surprisingly short of videos,True
995,IuVo4fnpLC8,"00:05:25,759","00:05:27,840",those are the only two perfectly,True
996,IuVo4fnpLC8,"00:05:56,400","00:05:58,080",colossal inferiority complex that fueled,True
997,IuVo4fnpLC8,"00:04:19,280","00:04:20,560",chicken regular,False
998,IuVo4fnpLC8,"00:03:58,000","00:04:00,400",some very big systemic problems which,True
999,IuVo4fnpLC8,"00:13:17,200","00:13:19,519",you can't it seems the message manchin,True
1000,IuVo4fnpLC8,"00:12:46,720","00:12:48,480",what is frustrating is that some,True
1001,IuVo4fnpLC8,"00:18:09,039","00:18:10,960",votes to the candidate who wins the,False
1002,IuVo4fnpLC8,"00:20:34,000","00:20:37,679",is we lost and that hurts,True
1003,IuVo4fnpLC8,"00:15:48,240","00:15:49,360",sound radical,True
1004,IuVo4fnpLC8,"00:17:48,240","00:17:50,000",the movement mcconnell was talking about,True
1005,IuVo4fnpLC8,"00:01:26,960","00:01:30,960",if hillary clinton becomes president,False
1006,IuVo4fnpLC8,"00:03:44,400","00:03:46,640",it's because to be completely honest,True
1007,IuVo4fnpLC8,"00:02:42,400","00:02:44,959",if you will center right uh to have a,False
1008,IuVo4fnpLC8,"00:05:32,880","00:05:34,240",vacancies open for trump,True
1009,IuVo4fnpLC8,"00:00:13,360","00:00:15,759",this happened good evening we begin with,True
1010,IuVo4fnpLC8,"00:11:09,519","00:11:10,959",everybody knows that,False
1011,IuVo4fnpLC8,"00:06:50,800","00:06:53,680",is both horrendous and deeply weird,True
1012,IuVo4fnpLC8,"00:14:24,959","00:14:27,440",it doesn't take a genius they want to,True
1013,IuVo4fnpLC8,"00:11:45,120","00:11:48,720",look bored by what is going on there,True
1014,IuVo4fnpLC8,"00:04:23,680","00:04:26,000",as bread because it's all on the table,True
1015,IuVo4fnpLC8,"00:07:38,720","00:07:40,720",is no doubt the republican party,True
1016,IuVo4fnpLC8,"00:11:22,320","00:11:24,240",it's important for us to choose the next,True
1017,IuVo4fnpLC8,"00:06:21,520","00:06:22,720",other a little bit where are you at on,False
1018,IuVo4fnpLC8,"00:17:30,000","00:17:32,320",percent of americans saying we should,True
1019,IuVo4fnpLC8,"00:02:54,080","00:02:55,200",liberal court,False
1020,IuVo4fnpLC8,"00:03:27,120","00:03:28,799",to choose ginsburg's successor so,True
1021,IuVo4fnpLC8,"00:12:56,880","00:12:58,639",return to a more civilized,True
1022,IuVo4fnpLC8,"00:11:14,800","00:11:16,560",nine justices up there i think it's,False
1023,IuVo4fnpLC8,"00:13:38,639","00:13:40,480",one more good terminator movie and a,True
1024,IuVo4fnpLC8,"00:13:50,880","00:13:52,880",and then have the courage to pass major,True
1025,IuVo4fnpLC8,"00:10:39,920","00:10:42,399",means a certainty not only could trump,True
1026,IuVo4fnpLC8,"00:04:49,199","00:04:51,120",made sure that trump could stack the,True
1027,IuVo4fnpLC8,"00:09:14,320","00:09:17,200",which has just two democratic ones and,True
1028,IuVo4fnpLC8,"00:06:30,319","00:06:32,560",strong as a mule piss,False
1029,IuVo4fnpLC8,"00:19:33,679","00:19:35,919",instead of believing in the rule of law,False
1030,IuVo4fnpLC8,"00:18:10,960","00:18:12,400",national popular vote,False
1031,IuVo4fnpLC8,"00:13:35,200","00:13:36,959",no one wants that stop talking about it,True
1032,IuVo4fnpLC8,"00:05:44,560","00:05:46,479",didn't give trump those judges,True
1033,IuVo4fnpLC8,"00:07:42,639","00:07:44,240",the white house it's true,True
1034,IuVo4fnpLC8,"00:08:56,080","00:08:58,640",it grants disproportionate power to less,True
1035,IuVo4fnpLC8,"00:17:15,919","00:17:17,039",dick,False
1036,IuVo4fnpLC8,"00:12:02,720","00:12:05,200",the one wrong way to enjoy a coloring,True
1037,IuVo4fnpLC8,"00:18:05,600","00:18:07,200",interstate compact,False
1038,IuVo4fnpLC8,"00:19:43,200","00:19:44,559",extremes to get what they want,True
1039,IuVo4fnpLC8,"00:12:20,639","00:12:21,760",to be bold enough,True
1040,IuVo4fnpLC8,"00:14:30,560","00:14:32,720",justices these are things that are just,False
1041,IuVo4fnpLC8,"00:12:19,040","00:12:20,639",getting power unless you're then willing,True
1042,IuVo4fnpLC8,"00:07:48,960","00:07:50,879",chris the senate majority is performing,False
1043,IuVo4fnpLC8,"00:06:00,479","00:06:02,000",turn america into an apocalyptic,True
1044,IuVo4fnpLC8,"00:15:01,360","00:15:03,199",undoing or blocking years of protections,True
1045,IuVo4fnpLC8,"00:05:21,199","00:05:22,880",you're describing your husband's balls,True
1046,IuVo4fnpLC8,"00:07:09,599","00:07:11,680",totally get it now and going forward,True
1047,IuVo4fnpLC8,"00:18:18,640","00:18:22,080",which so far hasn't happened yeah,False
1048,IuVo4fnpLC8,"00:09:17,920","00:09:19,360",you even get into the fact that places,True
1049,IuVo4fnpLC8,"00:01:45,119","00:01:46,320",confirmation not just,True
1050,IuVo4fnpLC8,"00:19:44,559","00:19:46,640",it's congressional republicans,True
1051,IuVo4fnpLC8,"00:05:34,240","00:05:36,639",when republicans took the senate in,True
1052,IuVo4fnpLC8,"00:04:07,040","00:04:08,959",we can possibly do next and there,True
1053,IuVo4fnpLC8,"00:09:17,200","00:09:17,920",that's before,False
1054,IuVo4fnpLC8,"00:19:01,120","00:19:03,360",that is even harder and i will say,True
1055,IuVo4fnpLC8,"00:12:37,279","00:12:38,320",often than it should,True
1056,IuVo4fnpLC8,"00:14:10,800","00:14:12,800",and has been done in the past through a,True
1057,IuVo4fnpLC8,"00:10:44,079","00:10:44,640",doesn't,False
1058,IuVo4fnpLC8,"00:15:09,440","00:15:10,480",though i will say,True
1059,IuVo4fnpLC8,"00:12:48,480","00:12:50,560",centrist democrats like joe manchin,True
1060,IuVo4fnpLC8,"00:08:43,599","00:08:46,160",elections but we've spent of the last,True
1061,IuVo4fnpLC8,"00:13:10,079","00:13:11,279",can we represent the people in a,False
1062,IuVo4fnpLC8,"00:20:03,919","00:20:06,480",actually make our system more democratic,True
1063,IuVo4fnpLC8,"00:01:54,720","00:01:56,399",movies in the past four years,True
1064,IuVo4fnpLC8,"00:18:47,280","00:18:50,559",to sign on it currently has,True
1065,IuVo4fnpLC8,"00:16:30,240","00:16:32,399",and twice i can report that our,True
1066,IuVo4fnpLC8,"00:00:30,720","00:00:32,640",liberal icon with an extremely,True
1067,IuVo4fnpLC8,"00:01:41,520","00:01:43,680",yeah that's a republican senator,True
1068,IuVo4fnpLC8,"00:10:52,880","00:10:55,040",to get a justice confirmed before the,True
1069,IuVo4fnpLC8,"00:12:31,040","00:12:33,120",admittedly risky especially for a party,True
1070,IuVo4fnpLC8,"00:10:22,079","00:10:24,079",set wildly unpopular policy that,True
1071,IuVo4fnpLC8,"00:11:44,160","00:11:45,120",the kids in the ad,True
1072,IuVo4fnpLC8,"00:10:29,040","00:10:30,959",of what can now be done,True
1073,IuVo4fnpLC8,"00:10:50,000","00:10:52,399",that possibility is clearly part of his,True
1074,IuVo4fnpLC8,"00:13:25,839","00:13:28,480",and that is not just dumb that's dumb on,True
1075,IuVo4fnpLC8,"00:18:59,120","00:19:01,120",through a constitutional amendment but,True
1076,IuVo4fnpLC8,"00:10:17,040","00:10:19,760",it's because it clearly is especially,True
1077,IuVo4fnpLC8,"00:16:51,279","00:16:52,639",to go through with it writing,True
1078,IuVo4fnpLC8,"00:00:23,199","00:00:25,119",anti-abortion rights views,False
1079,IuVo4fnpLC8,"00:15:41,759","00:15:43,839",montana and wyoming combined,True
1080,IuVo4fnpLC8,"00:07:48,319","00:07:48,960",doing,False
1081,IuVo4fnpLC8,"00:18:29,760","00:18:31,520",disappear it's the same approach every,True
1082,IuVo4fnpLC8,"00:10:33,200","00:10:34,480",to try and take control of the white,True
1083,IuVo4fnpLC8,"00:18:00,720","00:18:03,039",recently states and the district of,False
1084,IuVo4fnpLC8,"00:12:42,320","00:12:43,440",filibuster-proof,False
1085,IuVo4fnpLC8,"00:11:26,240","00:11:28,480",what the american people choose and that,True
1086,IuVo4fnpLC8,"00:16:04,160","00:16:05,680",with the present electoral college,False
1087,IuVo4fnpLC8,"00:17:45,120","00:17:48,240",before it grows up but the beauty is,True
1088,IuVo4fnpLC8,"00:08:29,280","00:08:29,919",about,False
1089,IuVo4fnpLC8,"00:13:42,160","00:13:42,800",does which,False
1090,IuVo4fnpLC8,"00:10:01,839","00:10:03,519",will have picked a quarter of the,True
1091,IuVo4fnpLC8,"00:15:52,560","00:15:54,800",in fact in the late s it very nearly,True
1092,IuVo4fnpLC8,"00:01:08,560","00:01:10,159",no point holding on to hope that,True
1093,IuVo4fnpLC8,"00:08:59,680","00:09:01,519",which tend to be rural and more,True
1094,IuVo4fnpLC8,"00:03:28,799","00:03:30,720",our country isn't so much center-right,True
1095,IuVo4fnpLC8,"00:01:58,479","00:02:00,320",got married left the royal family and i,True
1096,IuVo4fnpLC8,"00:07:50,879","00:07:52,560",our constitutional duty and fulfilling,False
1097,IuVo4fnpLC8,"00:04:31,680","00:04:33,600",reconfiguring america's courts has been,True
1098,IuVo4fnpLC8,"00:04:59,280","00:05:02,400",nobody's ever had that.,False
1099,IuVo4fnpLC8,"00:07:30,000","00:07:31,840",have done and that brings us to the,True
1100,IuVo4fnpLC8,"00:16:12,959","00:16:16,160",when we have an electoral college system,False
1101,IuVo4fnpLC8,"00:13:15,680","00:13:17,200",for you joe no,True
1102,IuVo4fnpLC8,"00:00:17,760","00:00:20,160",amy coney barrett to the supreme court,False
1103,IuVo4fnpLC8,"00:08:01,680","00:08:02,479",i intend to do,False
1104,IuVo4fnpLC8,"00:03:25,280","00:03:27,120",presidential election should be the one,True
1105,IuVo4fnpLC8,"00:03:40,400","00:03:42,959",for the foreseeable future and if things,True
1106,IuVo4fnpLC8,"00:04:51,120","00:04:53,360",lower courts with conservative judges,True
1107,IuVo4fnpLC8,"00:01:10,159","00:01:11,680",conservatives might choose to respect,True
1108,IuVo4fnpLC8,"00:08:29,919","00:08:31,840",that mandate because neither the,True
1109,IuVo4fnpLC8,"00:17:26,720","00:17:29,120",and even today the idea has widespread,True
1110,IuVo4fnpLC8,"00:15:49,360","00:15:51,920",but it really isn't it's not even a new,True
1111,IuVo4fnpLC8,"00:03:51,040","00:03:51,360",here,False
1112,IuVo4fnpLC8,"00:12:38,320","00:12:41,040",but those very factors make it extremely,True
1113,IuVo4fnpLC8,"00:18:34,080","00:18:35,840",rowling obliviate,True
1114,IuVo4fnpLC8,"00:14:44,639","00:14:46,320",one way to dampen your enthusiasm for,True
1115,IuVo4fnpLC8,"00:06:41,919","00:06:43,440",blasey ford's testimony,True
1116,IuVo4fnpLC8,"00:17:22,799","00:17:23,679",blocked by,False
1117,IuVo4fnpLC8,"00:12:29,680","00:12:31,040",majority it is,True
1118,IuVo4fnpLC8,"00:18:27,520","00:18:29,760",doesn't exist it could functionally,True
1119,IuVo4fnpLC8,"00:04:39,919","00:04:41,199",is in the whole world,True
1120,IuVo4fnpLC8,"00:19:39,760","00:19:41,679",one group of people who don't get to,True
1121,IuVo4fnpLC8,"00:16:44,320","00:16:46,320",back then the idea of abolishing the,True
1122,IuVo4fnpLC8,"00:04:03,920","00:04:04,959",that specifically,True
1123,IuVo4fnpLC8,"00:03:48,319","00:03:51,040",this is a pivotal moment and what we got,True
1124,IuVo4fnpLC8,"00:10:55,040","00:10:56,000",election because,True
1125,IuVo4fnpLC8,"00:18:26,960","00:18:27,520",college,False
1126,IuVo4fnpLC8,"00:13:55,040","00:13:56,720",increasingly vulnerable to a more,True
1127,IuVo4fnpLC8,"00:10:04,640","00:10:07,360",and a third of the supreme court and his,True
1128,IuVo4fnpLC8,"00:16:23,680","00:16:24,880",president and in their form of,False
1129,IuVo4fnpLC8,"00:07:58,000","00:08:00,000",senate and i think republicans need to,False
1130,IuVo4fnpLC8,"00:01:48,159","00:01:49,360",presidential term,True
1131,IuVo4fnpLC8,"00:08:46,160","00:08:47,040",years,True
1132,IuVo4fnpLC8,"00:00:50,239","00:00:51,760",confirmed to the supreme court the,True
1133,IuVo4fnpLC8,"00:20:56,159","00:20:57,039",sometimes,False
1134,IuVo4fnpLC8,"00:00:51,760","00:00:52,320",impact,False
1135,IuVo4fnpLC8,"00:01:30,960","00:01:33,680",i'm going to do everything i can do to,False
1136,IuVo4fnpLC8,"00:01:20,159","00:01:22,640",ahead of the election senator,True
1137,IuVo4fnpLC8,"00:09:22,160","00:09:24,080",largely black or hispanic don't have,True
1138,IuVo4fnpLC8,"00:15:56,240","00:15:57,680",the senator who spearheaded those,True
1139,IuVo4fnpLC8,"00:01:46,320","00:01:48,159",in an election year but for an entire,True
1140,IuVo4fnpLC8,"00:17:53,840","00:17:56,160",an act of congress at all because a,True
1141,IuVo4fnpLC8,"00:10:08,959","00:10:11,040",by a senate republican majority,True
1142,IuVo4fnpLC8,"00:18:46,320","00:18:47,280",electoral votes,True
1143,IuVo4fnpLC8,"00:05:19,120","00:05:21,199",about actual golden nuggets or,True
1144,IuVo4fnpLC8,"00:03:19,440","00:03:20,000",public,False
1145,IuVo4fnpLC8,"00:07:17,520","00:07:19,840",but as easy and fun as it is to blame,True
1146,IuVo4fnpLC8,"00:00:21,680","00:00:23,199",conservatives for her strong,False
1147,IuVo4fnpLC8,"00:05:53,759","00:05:54,560",two things,False
1148,IuVo4fnpLC8,"00:07:52,560","00:07:53,840",the mandate that the voter,False
1149,IuVo4fnpLC8,"00:05:24,000","00:05:25,759",funeral while impersonating a priest,True
1150,IuVo4fnpLC8,"00:10:52,399","00:10:52,880",haste,False
1151,IuVo4fnpLC8,"00:16:33,360","00:16:35,440",hasn't so much been eroded erosion is a,True
1152,IuVo4fnpLC8,"00:20:15,840","00:20:18,080",to drastically reshape an entire branch,True
1153,IuVo4fnpLC8,"00:01:56,399","00:01:58,479",harry and megan began dating got engaged,True
1154,IuVo4fnpLC8,"00:06:43,440","00:06:45,840",kavanagh's confirmation felt a lot less,True
1155,IuVo4fnpLC8,"00:04:53,360","00:04:54,000",something trump,False
1156,IuVo4fnpLC8,"00:02:50,480","00:02:52,480",set aside the notion that a court that,True
1157,IuVo4fnpLC8,"00:12:35,120","00:12:37,279",can expect to be in the minority more,True
1158,IuVo4fnpLC8,"00:02:48,400","00:02:49,920",if you've already filled out your census,True
1159,IuVo4fnpLC8,"00:03:33,760","00:03:37,280",traffic road work and bottlenecks,False
1160,IuVo4fnpLC8,"00:04:01,360","00:04:02,480",losing,False
1161,IuVo4fnpLC8,"00:01:46,399","00:01:47,680",that you'll be done in less than,True
1162,IuVo4fnpLC8,"00:02:39,040","00:02:41,519",had spitzerington to spare,True
1163,IuVo4fnpLC8,"00:02:26,160","00:02:26,720",author,False
1164,IuVo4fnpLC8,"00:02:49,920","00:02:51,920",why not use the time to register to vote,True
1165,IuVo4fnpLC8,"00:02:04,960","00:02:06,320",well i don't know about that,True
1166,IuVo4fnpLC8,"00:04:13,760","00:04:15,439",at a counter where he was drawn into,False
1167,IuVo4fnpLC8,"00:01:21,920","00:01:24,080",haven't participated basically the,True
1168,IuVo4fnpLC8,"00:02:06,320","00:02:08,720",i'm pretty comfortable right now not for,True
1169,IuVo4fnpLC8,"00:04:10,799","00:04:13,760",at one diner stop in san antonio bob sat,False
1170,IuVo4fnpLC8,"00:00:32,800","00:00:34,559",news coming just this week,True
1171,IuVo4fnpLC8,"00:03:01,200","00:03:02,480",show we'll see you next week,True
1172,IuVo4fnpLC8,"00:02:28,080","00:02:29,440",days and a voice that's seen better,True
1173,IuVo4fnpLC8,"00:00:14,639","00:00:16,480",it isn't the census is how the,True
1174,IuVo4fnpLC8,"00:03:44,480","00:03:47,920",the ghost of a girl he'd never known,False
1175,IuVo4fnpLC8,"00:00:06,720","00:00:08,240",census you may remember that we covered,True
1176,IuVo4fnpLC8,"00:04:32,080","00:04:46,240",just folks getting by and so it was,False
1177,IuVo4fnpLC8,"00:01:19,840","00:01:21,920",that around million households,True
1178,IuVo4fnpLC8,"00:00:42,079","00:00:43,840",counting in the census for an additional,False
1179,IuVo4fnpLC8,"00:01:59,920","00:02:02,000",into a -minute show and i'm about to,True
1180,IuVo4fnpLC8,"00:00:08,240","00:00:09,519",it on the show last year when we learned,True
1181,IuVo4fnpLC8,"00:03:43,440","00:03:44,480",instead,False
1182,IuVo4fnpLC8,"00:02:19,200","00:02:21,040",not only that underneath it we're going,True
1183,IuVo4fnpLC8,"00:04:26,560","00:04:27,919",then the old man looked to bob with,False
1184,IuVo4fnpLC8,"00:03:55,680","00:03:59,040",perhaps prisons perhaps casinos,False
1185,IuVo4fnpLC8,"00:02:11,360","00:02:12,720",going to leave you watching this,True
1186,IuVo4fnpLC8,"00:00:49,600","00:00:51,680",divvied up across the country,False
1187,IuVo4fnpLC8,"00:00:04,799","00:00:06,720",finally tonight a quick word on the,True
1188,IuVo4fnpLC8,"00:01:32,880","00:01:34,799",and if you are one of those people who,True
1189,IuVo4fnpLC8,"00:00:23,840","00:00:25,519",concerning underrepresentation,True
1190,IuVo4fnpLC8,"00:03:37,280","00:03:40,799",america it seemed to bob was no longer,False
1191,IuVo4fnpLC8,"00:02:22,640","00:02:23,520",sean penn's,True
1192,IuVo4fnpLC8,"00:04:21,919","00:04:24,080",the incest in your area,False
1193,IuVo4fnpLC8,"00:01:31,040","00:01:32,880",underrepresented in congress,True
1194,IuVo4fnpLC8,"00:04:24,080","00:04:26,560",he watched the old man's grin go grim,False
1195,IuVo4fnpLC8,"00:04:29,040","00:04:30,560",he stepped up and answered bob's,False
